, 1, 3, 5, 7, 9, 11, 13, 15, 17
0, 0.857142857143, 0.75, 0.615384615385, 0.5, 0.464285714286, 0.321428571429, 0.321428571429, 0.285714285714, 0.285714285714
1, 0.892857142857, 0.75, 0.576923076923, 0.607142857143, 0.535714285714, 0.428571428571, 0.392857142857, 0.321428571429, 0.25
2, 0.928571428571, 0.714285714286, 0.653846153846, 0.607142857143, 0.535714285714, 0.535714285714, 0.5, 0.464285714286, 0.392857142857
3, 0.928571428571, 0.821428571429, 0.615384615385, 0.464285714286, 0.428571428571, 0.392857142857, 0.357142857143, 0.357142857143, 0.392857142857
4, 0.928571428571, 0.75, 0.576923076923, 0.607142857143, 0.535714285714, 0.5, 0.464285714286, 0.428571428571, 0.285714285714
5, 0.964285714286, 0.857142857143, 0.730769230769, 0.642857142857, 0.571428571429, 0.5, 0.5, 0.392857142857, 0.428571428571
6, 0.892857142857, 0.857142857143, 0.730769230769, 0.678571428571, 0.607142857143, 0.642857142857, 0.571428571429, 0.571428571429, 0.428571428571
7, 0.928571428571, 0.857142857143, 0.769230769231, 0.678571428571, 0.607142857143, 0.464285714286, 0.535714285714, 0.464285714286, 0.428571428571
8, 0.964285714286, 0.892857142857, 0.807692307692, 0.785714285714, 0.571428571429, 0.607142857143, 0.428571428571, 0.428571428571, 0.428571428571
9, 0.964285714286, 0.785714285714, 0.807692307692, 0.678571428571, 0.714285714286, 0.535714285714, 0.535714285714, 0.464285714286, 0.285714285714
10, 1.0, 0.964285714286, 0.846153846154, 0.821428571429, 0.714285714286, 0.642857142857, 0.607142857143, 0.5, 0.5
11, 1.0, 0.964285714286, 0.961538461538, 0.857142857143, 0.821428571429, 0.678571428571, 0.642857142857, 0.535714285714, 0.5
12, 1.0, 1.0, 0.923076923077, 0.821428571429, 0.785714285714, 0.785714285714, 0.571428571429, 0.464285714286, 0.535714285714
13, 1.0, 1.0, 1.0, 1.0, 0.892857142857, 0.75, 0.678571428571, 0.642857142857, 0.392857142857
14, 0.964285714286, 0.964285714286, 0.884615384615, 0.964285714286, 0.928571428571, 0.857142857143, 0.714285714286, 0.821428571429, 0.607142857143
15, 1.0, 0.964285714286, 1.0, 0.857142857143, 0.892857142857, 0.892857142857, 0.75, 0.571428571429, 0.714285714286
16, 1.0, 1.0, 0.923076923077, 0.928571428571, 0.785714285714, 0.75, 0.714285714286, 0.5, 0.5
17, 1.0, 0.892857142857, 0.807692307692, 0.821428571429, 0.857142857143, 0.678571428571, 0.642857142857, 0.678571428571, 0.464285714286
18, 1.0, 1.0, 0.961538461538, 0.857142857143, 0.785714285714, 0.892857142857, 0.785714285714, 0.75, 0.714285714286
19, 1.0, 1.0, 1.0, 0.964285714286, 0.785714285714, 0.75, 0.785714285714, 0.785714285714, 0.75
20, 1.0, 0.964285714286, 0.884615384615, 0.964285714286, 0.964285714286, 0.785714285714, 0.785714285714, 0.714285714286, 0.714285714286
21, 1.0, 1.0, 1.0, 0.857142857143, 0.892857142857, 0.928571428571, 0.785714285714, 0.821428571429, 0.75
22, 1.0, 1.0, 1.0, 0.928571428571, 0.857142857143, 0.892857142857, 0.785714285714, 0.785714285714, 0.821428571429
23, 1.0, 1.0, 1.0, 0.964285714286, 0.892857142857, 0.714285714286, 0.821428571429, 0.75, 0.714285714286
24, 1.0, 1.0, 1.0, 0.964285714286, 1.0, 0.928571428571, 0.821428571429, 0.857142857143, 0.785714285714
25, 1.0, 1.0, 0.961538461538, 1.0, 0.964285714286, 1.0, 0.892857142857, 0.785714285714, 0.857142857143
26, 1.0, 1.0, 1.0, 0.892857142857, 0.892857142857, 0.964285714286, 0.928571428571, 0.821428571429, 0.785714285714
27, 0.964285714286, 0.928571428571, 0.961538461538, 1.0, 0.928571428571, 0.892857142857, 0.964285714286, 0.928571428571, 0.857142857143
28, 1.0, 1.0, 0.923076923077, 0.928571428571, 1.0, 0.892857142857, 0.892857142857, 0.928571428571, 0.892857142857
29, 1.0, 1.0, 1.0, 0.964285714286, 0.821428571429, 0.964285714286, 0.892857142857, 0.857142857143, 0.892857142857
